ID,Category,hiragana,katakana,Notation fluctuation,Notation fluctuation,Notation fluctuation,Notation fluctuation,Notation fluctuation,Notation fluctuation,,,,,,count,Embedding,<UnBasic>
33933,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33934,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33935,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33936,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33937,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33938,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33939,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33940,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33941,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33942,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33943,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33944,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33945,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33946,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33947,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33948,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33949,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33950,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33951,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33952,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33953,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33954,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33955,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33956,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33957,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33958,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33959,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33960,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33961,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33962,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33963,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33964,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33965,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33966,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33967,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33968,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33969,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33970,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33971,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33972,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33973,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33974,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33975,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33976,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33977,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33978,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33979,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33980,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33981,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33982,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33983,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33984,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33985,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33986,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33987,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33988,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33989,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33990,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33991,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33992,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33993,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33994,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33995,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33996,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33997,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33998,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
33999,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34000,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34001,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34002,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34003,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34004,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34005,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34006,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34007,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34008,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34009,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34010,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34011,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34012,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34013,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34014,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34015,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34016,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34017,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34018,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34019,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34020,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34021,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34022,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34023,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34024,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34025,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34026,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34027,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34028,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34029,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34030,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34031,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34032,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34033,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34034,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34035,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34036,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34037,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34038,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34039,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34040,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34041,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34042,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34043,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34044,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34045,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34046,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34047,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34048,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34049,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34050,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34051,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34052,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34053,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34054,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34055,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34056,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34057,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34058,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34059,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34060,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34061,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34062,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34063,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34064,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34065,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34066,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34067,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34068,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34069,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34070,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34071,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34072,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34073,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34074,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34075,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34076,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34077,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34078,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34079,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34080,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34081,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34082,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34083,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34084,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34085,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34086,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34087,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34088,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34089,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34090,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34091,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34092,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34093,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34094,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34095,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34096,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34097,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34098,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34099,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34100,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34101,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34102,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34103,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34104,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34105,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34106,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34107,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34108,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34109,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34110,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34111,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34112,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34113,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34114,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34115,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34116,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34117,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34118,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34119,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34120,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34121,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34122,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34123,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34124,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34125,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34126,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34127,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34128,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34129,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34130,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34131,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34132,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34133,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34134,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34135,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34136,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34137,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34138,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34139,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34140,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34141,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34142,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34143,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34144,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34145,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34146,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34147,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34148,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34149,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34150,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34151,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34152,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34153,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34154,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34155,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34156,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34157,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34158,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34159,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34160,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34161,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34162,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34163,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34164,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34165,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34166,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34167,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34168,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34169,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34170,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34171,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34172,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34173,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34174,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34175,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34176,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34177,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34178,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34179,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34180,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34181,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34182,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34183,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34184,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34185,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34186,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34187,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34188,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34189,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34190,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34191,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34192,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34193,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34194,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34195,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34196,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34197,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34198,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34199,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34200,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34201,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34202,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34203,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34204,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34205,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34206,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34207,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34208,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34209,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34210,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34211,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34212,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34213,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34214,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34215,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34216,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34217,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34218,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34219,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34220,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34221,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34222,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34223,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34224,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34225,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34226,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34227,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34228,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34229,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34230,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34231,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34232,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34233,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34234,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34235,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34236,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34237,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34238,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34239,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34240,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34241,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34242,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34243,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34244,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34245,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34246,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34247,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34248,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34249,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34250,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34251,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34252,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34253,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34254,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34255,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34256,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34257,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34258,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34259,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34260,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34261,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34262,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34263,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34264,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34265,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34266,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34267,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34268,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34269,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34270,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34271,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34272,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34273,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34274,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34275,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34276,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34277,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34278,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34279,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34280,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34281,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34282,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34283,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34284,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34285,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34286,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34287,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34288,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34289,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34290,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34291,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34292,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34293,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34294,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34295,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34296,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34297,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34298,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34299,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34300,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34301,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34302,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34303,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34304,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34305,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34306,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34307,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34308,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34309,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34310,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34311,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34312,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34313,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34314,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34315,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34316,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34317,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
34318,SEXUAL_WORD,,,,,,,,,,,,,,0,,<Empty>
